"Country","Date","Statistic","Value"
"Italy",2015-07-01,"Cases",1
"Italy",2015-07-01,"Deaths",0
"Liberia",2015-07-01,"Cases",10666
"Liberia",2015-07-01,"Deaths",4806
"United States of America",2015-07-01,"Cases",4
"United States of America",2015-07-01,"Deaths",1
"Nigeria",2015-07-01,"Cases",20
"Nigeria",2015-07-01,"Deaths",8
"Mali",2015-07-01,"Cases",8
"Mali",2015-07-01,"Deaths",6
"Senegal",2015-07-02,"Cases",1
"Senegal",2015-07-02,"Deaths",0
"Italy",2015-07-02,"Cases",1
"Italy",2015-07-02,"Deaths",0
"Liberia",2015-07-02,"Cases",10666
"Liberia",2015-07-02,"Deaths",4806
"Guinea",2015-07-02,"Cases",3745
"Guinea",2015-07-02,"Deaths",2490
"United States of America",2015-07-02,"Cases",4
"United States of America",2015-07-02,"Deaths",1
"Spain",2015-07-02,"Cases",1
"Spain",2015-07-02,"Deaths",0
"Nigeria",2015-07-02,"Cases",20
"Nigeria",2015-07-02,"Deaths",8
"Mali",2015-07-02,"Cases",8
"Mali",2015-07-02,"Deaths",6
"Sierra Leone",2015-07-02,"Cases",13129
"Sierra Leone",2015-07-02,"Deaths",3933
"United Kingdom",2015-07-02,"Cases",1
"United Kingdom",2015-07-02,"Deaths",0
"Liberia",2015-07-03,"Cases",10666
"Liberia",2015-07-03,"Deaths",4806
"United Kingdom",2015-07-03,"Cases",1
"United Kingdom",2015-07-03,"Deaths",0
"Nigeria",2015-07-03,"Cases",20
"Nigeria",2015-07-03,"Deaths",8
"Senegal",2015-07-03,"Cases",1
"Senegal",2015-07-03,"Deaths",0
"United States of America",2015-07-03,"Cases",4
"United States of America",2015-07-03,"Deaths",1
"Guinea",2015-07-03,"Cases",3750
"Guinea",2015-07-03,"Deaths",2492
"Italy",2015-07-03,"Cases",1
"Italy",2015-07-03,"Deaths",0
"Liberia",2015-07-03,"Cases",10666
"Liberia",2015-07-03,"Deaths",4806
"Spain",2015-07-03,"Cases",1
"Spain",2015-07-03,"Deaths",0
"Mali",2015-07-03,"Cases",8
"Mali",2015-07-03,"Deaths",6
"Sierra Leone",2015-07-03,"Cases",13135
"Sierra Leone",2015-07-03,"Deaths",3935
"United Kingdom",2015-07-06,"Cases",1
"United Kingdom",2015-07-06,"Deaths",0
"Spain",2015-07-06,"Cases",1
"Spain",2015-07-06,"Deaths",0
"Guinea",2015-07-06,"Cases",3744
"Guinea",2015-07-06,"Deaths",2498
"United States of America",2015-07-06,"Cases",4
"United States of America",2015-07-06,"Deaths",1
"Liberia",2015-07-06,"Cases",10666
"Liberia",2015-07-06,"Deaths",4806
"Nigeria",2015-07-06,"Cases",20
"Nigeria",2015-07-06,"Deaths",8
"Mali",2015-07-06,"Cases",8
"Mali",2015-07-06,"Deaths",6
"Sierra Leone",2015-07-06,"Cases",13150
"Sierra Leone",2015-07-06,"Deaths",3940
"Senegal",2015-07-06,"Cases",1
"Senegal",2015-07-06,"Deaths",0
"Liberia",2015-07-06,"Cases",10666
"Liberia",2015-07-06,"Deaths",4806
"Italy",2015-07-06,"Cases",1
"Italy",2015-07-06,"Deaths",0
"Italy",2015-07-07,"Cases",1
"Italy",2015-07-07,"Deaths",0
"Spain",2015-07-07,"Cases",1
"Spain",2015-07-07,"Deaths",0
"Liberia",2015-07-07,"Cases",10666
"Liberia",2015-07-07,"Deaths",4806
"Nigeria",2015-07-07,"Cases",20
"Nigeria",2015-07-07,"Deaths",8
"United States of America",2015-07-07,"Cases",4
"United States of America",2015-07-07,"Deaths",1
"Sierra Leone",2015-07-07,"Cases",13155
"Sierra Leone",2015-07-07,"Deaths",3940
"Senegal",2015-07-07,"Cases",1
"Senegal",2015-07-07,"Deaths",0
"Liberia",2015-07-07,"Cases",10666
"Liberia",2015-07-07,"Deaths",4806
"Guinea",2015-07-07,"Cases",3748
"Guinea",2015-07-07,"Deaths",2499
"Mali",2015-07-07,"Cases",8
"Mali",2015-07-07,"Deaths",6
"United Kingdom",2015-07-07,"Cases",1
"United Kingdom",2015-07-07,"Deaths",0
"Nigeria",2015-07-08,"Cases",20
"Nigeria",2015-07-08,"Deaths",8
"Liberia",2015-07-08,"Cases",10666
"Liberia",2015-07-08,"Deaths",4806
"United States of America",2015-07-08,"Cases",4
"United States of America",2015-07-08,"Deaths",1
"Spain",2015-07-08,"Cases",1
"Spain",2015-07-08,"Deaths",0
"Sierra Leone",2015-07-08,"Cases",13155
"Sierra Leone",2015-07-08,"Deaths",3940
"Mali",2015-07-08,"Cases",8
"Mali",2015-07-08,"Deaths",6
"United Kingdom",2015-07-08,"Cases",1
"United Kingdom",2015-07-08,"Deaths",0
"Guinea",2015-07-08,"Cases",3748
"Guinea",2015-07-08,"Deaths",2499
"Italy",2015-07-08,"Cases",1
"Italy",2015-07-08,"Deaths",0
"Senegal",2015-07-08,"Cases",1
"Senegal",2015-07-08,"Deaths",0
"Liberia",2015-07-08,"Cases",10666
"Liberia",2015-07-08,"Deaths",4806
"Liberia",2015-07-09,"Cases",10666
"Liberia",2015-07-09,"Deaths",4806
"Senegal",2015-07-09,"Cases",1
"Senegal",2015-07-09,"Deaths",0
"Nigeria",2015-07-09,"Cases",20
"Nigeria",2015-07-09,"Deaths",8
"Liberia",2015-07-09,"Cases",10666
"Liberia",2015-07-09,"Deaths",4806
"United Kingdom",2015-07-09,"Cases",1
"United Kingdom",2015-07-09,"Deaths",0
"United States of America",2015-07-09,"Cases",4
"United States of America",2015-07-09,"Deaths",1
"Italy",2015-07-09,"Cases",1
"Italy",2015-07-09,"Deaths",0
"Sierra Leone",2015-07-09,"Cases",13169
"Sierra Leone",2015-07-09,"Deaths",3941
"Guinea",2015-07-09,"Cases",3744
"Guinea",2015-07-09,"Deaths",2505
"Mali",2015-07-09,"Cases",8
"Mali",2015-07-09,"Deaths",6
"Spain",2015-07-09,"Cases",1
"Spain",2015-07-09,"Deaths",0
"Senegal",2015-07-10,"Cases",1
"Senegal",2015-07-10,"Deaths",0
"Mali",2015-07-10,"Cases",8
"Mali",2015-07-10,"Deaths",6
"Sierra Leone",2015-07-10,"Cases",13177
"Sierra Leone",2015-07-10,"Deaths",3941
"Nigeria",2015-07-10,"Cases",20
"Nigeria",2015-07-10,"Deaths",8
"Italy",2015-07-10,"Cases",1
"Italy",2015-07-10,"Deaths",0
"Guinea",2015-07-10,"Cases",3751
"Guinea",2015-07-10,"Deaths",2505
"Liberia",2015-07-10,"Cases",10666
"Liberia",2015-07-10,"Deaths",4806
"Spain",2015-07-10,"Cases",1
"Spain",2015-07-10,"Deaths",0
"United States of America",2015-07-10,"Cases",4
"United States of America",2015-07-10,"Deaths",1
"United Kingdom",2015-07-10,"Cases",1
"United Kingdom",2015-07-10,"Deaths",0
"Liberia",2015-07-10,"Cases",10666
"Liberia",2015-07-10,"Deaths",4806
"Nigeria",2015-07-13,"Cases",20
"Nigeria",2015-07-13,"Deaths",8
"Liberia",2015-07-13,"Cases",10666
"Liberia",2015-07-13,"Deaths",4806
"Spain",2015-07-13,"Cases",1
"Spain",2015-07-13,"Deaths",0
"Liberia",2015-07-13,"Cases",10666
"Liberia",2015-07-13,"Deaths",4806
"Senegal",2015-07-13,"Cases",1
"Senegal",2015-07-13,"Deaths",0
"Mali",2015-07-13,"Cases",8
"Mali",2015-07-13,"Deaths",6
"United Kingdom",2015-07-13,"Cases",1
"United Kingdom",2015-07-13,"Deaths",0
"United States of America",2015-07-13,"Cases",4
"United States of America",2015-07-13,"Deaths",1
"Guinea",2015-07-13,"Cases",3754
"Guinea",2015-07-13,"Deaths",2506
"Italy",2015-07-13,"Cases",1
"Italy",2015-07-13,"Deaths",0
"Sierra Leone",2015-07-13,"Cases",13201
"Sierra Leone",2015-07-13,"Deaths",3946
"Senegal",2015-07-14,"Cases",1
"Senegal",2015-07-14,"Deaths",0
"United Kingdom",2015-07-14,"Cases",1
"United Kingdom",2015-07-14,"Deaths",0
"Liberia",2015-07-14,"Cases",10666
"Liberia",2015-07-14,"Deaths",4806
"Guinea",2015-07-14,"Cases",3760
"Guinea",2015-07-14,"Deaths",2506
"Spain",2015-07-14,"Cases",1
"Spain",2015-07-14,"Deaths",0
"Liberia",2015-07-14,"Cases",10666
"Liberia",2015-07-14,"Deaths",4806
"Mali",2015-07-14,"Cases",8
"Mali",2015-07-14,"Deaths",6
"Italy",2015-07-14,"Cases",1
"Italy",2015-07-14,"Deaths",0
"United States of America",2015-07-14,"Cases",4
"United States of America",2015-07-14,"Deaths",1
"Sierra Leone",2015-07-14,"Cases",13209
"Sierra Leone",2015-07-14,"Deaths",3947
"Nigeria",2015-07-14,"Cases",20
"Nigeria",2015-07-14,"Deaths",8
"Spain",2015-07-15,"Cases",1
"Spain",2015-07-15,"Deaths",0
"Nigeria",2015-07-15,"Cases",20
"Nigeria",2015-07-15,"Deaths",8
"Italy",2015-07-15,"Cases",1
"Italy",2015-07-15,"Deaths",0
"United Kingdom",2015-07-15,"Cases",1
"United Kingdom",2015-07-15,"Deaths",0
"United States of America",2015-07-15,"Cases",4
"United States of America",2015-07-15,"Deaths",1
"Guinea",2015-07-15,"Cases",3760
"Guinea",2015-07-15,"Deaths",2506
"Liberia",2015-07-15,"Cases",10666
"Liberia",2015-07-15,"Deaths",4806
"Liberia",2015-07-15,"Cases",10666
"Liberia",2015-07-15,"Deaths",4806
"Mali",2015-07-15,"Cases",8
"Mali",2015-07-15,"Deaths",6
"Sierra Leone",2015-07-15,"Cases",13209
"Sierra Leone",2015-07-15,"Deaths",3947
"Senegal",2015-07-15,"Cases",1
"Senegal",2015-07-15,"Deaths",0
"Mali",2015-07-16,"Cases",8
"Mali",2015-07-16,"Deaths",6
"Italy",2015-07-16,"Cases",1
"Italy",2015-07-16,"Deaths",0
"Guinea",2015-07-16,"Cases",3762
"Guinea",2015-07-16,"Deaths",2506
"Liberia",2015-07-16,"Cases",10666
"Liberia",2015-07-16,"Deaths",4806
"Spain",2015-07-16,"Cases",1
"Spain",2015-07-16,"Deaths",0
"United Kingdom",2015-07-16,"Cases",1
"United Kingdom",2015-07-16,"Deaths",0
"Senegal",2015-07-16,"Cases",1
"Senegal",2015-07-16,"Deaths",0
"United States of America",2015-07-16,"Cases",4
"United States of America",2015-07-16,"Deaths",1
"Liberia",2015-07-16,"Cases",10666
"Liberia",2015-07-16,"Deaths",4806
"Sierra Leone",2015-07-16,"Cases",13209
"Sierra Leone",2015-07-16,"Deaths",3947
"Nigeria",2015-07-16,"Cases",20
"Nigeria",2015-07-16,"Deaths",8
"United States of America",2015-07-17,"Cases",4
"United States of America",2015-07-17,"Deaths",1
"Liberia",2015-07-17,"Cases",10666
"Liberia",2015-07-17,"Deaths",4806
"United Kingdom",2015-07-17,"Cases",1
"United Kingdom",2015-07-17,"Deaths",0
"Guinea",2015-07-17,"Cases",3770
"Guinea",2015-07-17,"Deaths",2509
"Italy",2015-07-17,"Cases",1
"Italy",2015-07-17,"Deaths",0
"Nigeria",2015-07-17,"Cases",20
"Nigeria",2015-07-17,"Deaths",8
"Liberia",2015-07-17,"Cases",10666
"Liberia",2015-07-17,"Deaths",4806
"Mali",2015-07-17,"Cases",8
"Mali",2015-07-17,"Deaths",6
"Spain",2015-07-17,"Cases",1
"Spain",2015-07-17,"Deaths",0
"Senegal",2015-07-17,"Cases",1
"Senegal",2015-07-17,"Deaths",0
"Sierra Leone",2015-07-17,"Cases",13209
"Sierra Leone",2015-07-17,"Deaths",3947
"Nigeria",2015-07-20,"Cases",20
"Nigeria",2015-07-20,"Deaths",8
"Liberia",2015-07-20,"Cases",10666
"Liberia",2015-07-20,"Deaths",4806
"Senegal",2015-07-20,"Cases",1
"Senegal",2015-07-20,"Deaths",0
"Guinea",2015-07-20,"Cases",3784
"Guinea",2015-07-20,"Deaths",2511
"United Kingdom",2015-07-20,"Cases",1
"United Kingdom",2015-07-20,"Deaths",0
"United States of America",2015-07-20,"Cases",4
"United States of America",2015-07-20,"Deaths",1
"Liberia",2015-07-20,"Cases",10666
"Liberia",2015-07-20,"Deaths",4806
"Italy",2015-07-20,"Cases",1
"Italy",2015-07-20,"Deaths",0
"Sierra Leone",2015-07-20,"Cases",13241
"Sierra Leone",2015-07-20,"Deaths",3949
"Mali",2015-07-20,"Cases",8
"Mali",2015-07-20,"Deaths",6
"Spain",2015-07-20,"Cases",1
"Spain",2015-07-20,"Deaths",0
"Liberia",2015-07-21,"Cases",10666
"Liberia",2015-07-21,"Deaths",4806
"Guinea",2015-07-21,"Cases",3783
"Guinea",2015-07-21,"Deaths",2512
"United States of America",2015-07-21,"Cases",4
"United States of America",2015-07-21,"Deaths",1
"Sierra Leone",2015-07-21,"Cases",13250
"Sierra Leone",2015-07-21,"Deaths",3949
"United Kingdom",2015-07-21,"Cases",1
"United Kingdom",2015-07-21,"Deaths",0
"Spain",2015-07-21,"Cases",1
"Spain",2015-07-21,"Deaths",0
"Liberia",2015-07-21,"Cases",10666
"Liberia",2015-07-21,"Deaths",4806
"Senegal",2015-07-21,"Cases",1
"Senegal",2015-07-21,"Deaths",0
"Mali",2015-07-21,"Cases",8
"Mali",2015-07-21,"Deaths",6
"Nigeria",2015-07-21,"Cases",20
"Nigeria",2015-07-21,"Deaths",8
"Italy",2015-07-21,"Cases",1
"Italy",2015-07-21,"Deaths",0
"Sierra Leone",2015-07-22,"Cases",13250
"Sierra Leone",2015-07-22,"Deaths",3949
"Spain",2015-07-22,"Cases",1
"Spain",2015-07-22,"Deaths",0
"Guinea",2015-07-22,"Cases",3783
"Guinea",2015-07-22,"Deaths",2512
"Nigeria",2015-07-22,"Cases",20
"Nigeria",2015-07-22,"Deaths",8
"Italy",2015-07-22,"Cases",1
"Italy",2015-07-22,"Deaths",0
"Liberia",2015-07-22,"Cases",10666
"Liberia",2015-07-22,"Deaths",4806
"Senegal",2015-07-22,"Cases",1
"Senegal",2015-07-22,"Deaths",0
"United States of America",2015-07-22,"Cases",4
"United States of America",2015-07-22,"Deaths",1
"Liberia",2015-07-22,"Cases",10666
"Liberia",2015-07-22,"Deaths",4806
"Mali",2015-07-22,"Cases",8
"Mali",2015-07-22,"Deaths",6
"United Kingdom",2015-07-22,"Cases",1
"United Kingdom",2015-07-22,"Deaths",0
"United States of America",2015-07-23,"Cases",4
"United States of America",2015-07-23,"Deaths",1
"Spain",2015-07-23,"Cases",1
"Spain",2015-07-23,"Deaths",0
"Sierra Leone",2015-07-23,"Cases",13262
"Sierra Leone",2015-07-23,"Deaths",3949
"Guinea",2015-07-23,"Cases",3788
"Guinea",2015-07-23,"Deaths",2516
"Liberia",2015-07-23,"Cases",10666
"Liberia",2015-07-23,"Deaths",4806
"United Kingdom",2015-07-23,"Cases",1
"United Kingdom",2015-07-23,"Deaths",0
"Nigeria",2015-07-23,"Cases",20
"Nigeria",2015-07-23,"Deaths",8
"Mali",2015-07-23,"Cases",8
"Mali",2015-07-23,"Deaths",6
"Senegal",2015-07-23,"Cases",1
"Senegal",2015-07-23,"Deaths",0
"Liberia",2015-07-23,"Cases",10666
"Liberia",2015-07-23,"Deaths",4806
"Italy",2015-07-23,"Cases",1
"Italy",2015-07-23,"Deaths",0
"United States of America",2015-07-24,"Cases",4
"United States of America",2015-07-24,"Deaths",1
"Liberia",2015-07-24,"Cases",10666
"Liberia",2015-07-24,"Deaths",4806
"Mali",2015-07-24,"Cases",8
"Mali",2015-07-24,"Deaths",6
"Liberia",2015-07-24,"Cases",10666
"Liberia",2015-07-24,"Deaths",4806
"Sierra Leone",2015-07-24,"Cases",13264
"Sierra Leone",2015-07-24,"Deaths",3949
"Italy",2015-07-24,"Cases",1
"Italy",2015-07-24,"Deaths",0
"Senegal",2015-07-24,"Cases",1
"Senegal",2015-07-24,"Deaths",0
"Guinea",2015-07-24,"Cases",3787
"Guinea",2015-07-24,"Deaths",2517
"Nigeria",2015-07-24,"Cases",20
"Nigeria",2015-07-24,"Deaths",8
"Spain",2015-07-24,"Cases",1
"Spain",2015-07-24,"Deaths",0
"United Kingdom",2015-07-24,"Cases",1
"United Kingdom",2015-07-24,"Deaths",0
"Spain",2015-07-27,"Cases",1
"Spain",2015-07-27,"Deaths",0
"Mali",2015-07-27,"Cases",8
"Mali",2015-07-27,"Deaths",6
"Senegal",2015-07-27,"Cases",1
"Senegal",2015-07-27,"Deaths",0
"Nigeria",2015-07-27,"Cases",20
"Nigeria",2015-07-27,"Deaths",8
"Liberia",2015-07-27,"Cases",10666
"Liberia",2015-07-27,"Deaths",4806
"United States of America",2015-07-27,"Cases",4
"United States of America",2015-07-27,"Deaths",1
"Guinea",2015-07-27,"Cases",3792
"Guinea",2015-07-27,"Deaths",2519
"United Kingdom",2015-07-27,"Cases",1
"United Kingdom",2015-07-27,"Deaths",0
"Italy",2015-07-27,"Cases",1
"Italy",2015-07-27,"Deaths",0
"Liberia",2015-07-27,"Cases",10666
"Liberia",2015-07-27,"Deaths",4806
"Sierra Leone",2015-07-27,"Cases",13283
"Sierra Leone",2015-07-27,"Deaths",3951
"United States of America",2015-07-28,"Cases",4
"United States of America",2015-07-28,"Deaths",1
"Spain",2015-07-28,"Cases",1
"Spain",2015-07-28,"Deaths",0
"Mali",2015-07-28,"Cases",8
"Mali",2015-07-28,"Deaths",6
"United Kingdom",2015-07-28,"Cases",1
"United Kingdom",2015-07-28,"Deaths",0
"Sierra Leone",2015-07-28,"Cases",13290
"Sierra Leone",2015-07-28,"Deaths",3951
"Guinea",2015-07-28,"Cases",3786
"Guinea",2015-07-28,"Deaths",2520
"Nigeria",2015-07-28,"Cases",20
"Nigeria",2015-07-28,"Deaths",8
"Senegal",2015-07-28,"Cases",1
"Senegal",2015-07-28,"Deaths",0
"Italy",2015-07-28,"Cases",1
"Italy",2015-07-28,"Deaths",0
"Liberia",2015-07-28,"Cases",10666
"Liberia",2015-07-28,"Deaths",4806
"Liberia",2015-07-28,"Cases",10666
"Liberia",2015-07-28,"Deaths",4806
"Nigeria",2015-07-29,"Cases",20
"Nigeria",2015-07-29,"Deaths",8
"Sierra Leone",2015-07-29,"Cases",13290
"Sierra Leone",2015-07-29,"Deaths",3951
"Liberia",2015-07-29,"Cases",10666
"Liberia",2015-07-29,"Deaths",4806
"United States of America",2015-07-29,"Cases",4
"United States of America",2015-07-29,"Deaths",1
"Senegal",2015-07-29,"Cases",1
"Senegal",2015-07-29,"Deaths",0
"Liberia",2015-07-29,"Cases",10666
"Liberia",2015-07-29,"Deaths",4806
"Spain",2015-07-29,"Cases",1
"Spain",2015-07-29,"Deaths",0
"Mali",2015-07-29,"Cases",8
"Mali",2015-07-29,"Deaths",6
"United Kingdom",2015-07-29,"Cases",1
"United Kingdom",2015-07-29,"Deaths",0
"Italy",2015-07-29,"Cases",1
"Italy",2015-07-29,"Deaths",0
"Guinea",2015-07-29,"Cases",3786
"Guinea",2015-07-29,"Deaths",2520
"Guinea",2015-07-30,"Cases",3785
"Guinea",2015-07-30,"Deaths",2521
"Senegal",2015-07-30,"Cases",1
"Senegal",2015-07-30,"Deaths",0
"Spain",2015-07-30,"Cases",1
"Spain",2015-07-30,"Deaths",0
"Mali",2015-07-30,"Cases",8
"Mali",2015-07-30,"Deaths",6
"Sierra Leone",2015-07-30,"Cases",13379
"Sierra Leone",2015-07-30,"Deaths",3951
"Nigeria",2015-07-30,"Cases",20
"Nigeria",2015-07-30,"Deaths",8
"Italy",2015-07-30,"Cases",1
"Italy",2015-07-30,"Deaths",0
"United States of America",2015-07-30,"Cases",4
"United States of America",2015-07-30,"Deaths",1
"Liberia",2015-07-30,"Cases",10666
"Liberia",2015-07-30,"Deaths",4806
"United Kingdom",2015-07-30,"Cases",1
"United Kingdom",2015-07-30,"Deaths",0
"Liberia",2015-07-30,"Cases",10666
"Liberia",2015-07-30,"Deaths",4806
"Nigeria",2015-07-31,"Cases",20
"Nigeria",2015-07-31,"Deaths",8
"Senegal",2015-07-31,"Cases",1
"Senegal",2015-07-31,"Deaths",0
"United States of America",2015-07-31,"Cases",4
"United States of America",2015-07-31,"Deaths",1
"Liberia",2015-07-31,"Cases",10666
"Liberia",2015-07-31,"Deaths",4806
"Sierra Leone",2015-07-31,"Cases",13387
"Sierra Leone",2015-07-31,"Deaths",3951
"United Kingdom",2015-07-31,"Cases",1
"United Kingdom",2015-07-31,"Deaths",0
"Guinea",2015-07-31,"Cases",3781
"Guinea",2015-07-31,"Deaths",2521
"Spain",2015-07-31,"Cases",1
"Spain",2015-07-31,"Deaths",0
"Italy",2015-07-31,"Cases",1
"Italy",2015-07-31,"Deaths",0
"Liberia",2015-07-31,"Cases",10666
"Liberia",2015-07-31,"Deaths",4806
"Mali",2015-07-31,"Cases",8
"Mali",2015-07-31,"Deaths",6
"United Kingdom",2015-08-03,"Cases",1
"United Kingdom",2015-08-03,"Deaths",0
"Liberia",2015-08-03,"Cases",10666
"Liberia",2015-08-03,"Deaths",4806
"Sierra Leone",2015-08-03,"Cases",13402
"Sierra Leone",2015-08-03,"Deaths",3951
"Italy",2015-08-03,"Cases",1
"Italy",2015-08-03,"Deaths",0
"United States of America",2015-08-03,"Cases",4
"United States of America",2015-08-03,"Deaths",1
"Nigeria",2015-08-03,"Cases",20
"Nigeria",2015-08-03,"Deaths",8
"Liberia",2015-08-03,"Cases",10666
"Liberia",2015-08-03,"Deaths",4806
"Guinea",2015-08-03,"Cases",3786
"Guinea",2015-08-03,"Deaths",2522
"Spain",2015-08-03,"Cases",1
"Spain",2015-08-03,"Deaths",0
"Senegal",2015-08-03,"Cases",1
"Senegal",2015-08-03,"Deaths",0
"Mali",2015-08-03,"Cases",8
"Mali",2015-08-03,"Deaths",6
"Spain",2015-08-04,"Cases",1
"Spain",2015-08-04,"Deaths",0
"Sierra Leone",2015-08-04,"Cases",13406
"Sierra Leone",2015-08-04,"Deaths",3951
"Liberia",2015-08-04,"Cases",10666
"Liberia",2015-08-04,"Deaths",4806
"United Kingdom",2015-08-04,"Cases",1
"United Kingdom",2015-08-04,"Deaths",0
"Italy",2015-08-04,"Cases",1
"Italy",2015-08-04,"Deaths",0
"United States of America",2015-08-04,"Cases",4
"United States of America",2015-08-04,"Deaths",1
"Senegal",2015-08-04,"Cases",1
"Senegal",2015-08-04,"Deaths",0
"Mali",2015-08-04,"Cases",8
"Mali",2015-08-04,"Deaths",6
"Nigeria",2015-08-04,"Cases",20
"Nigeria",2015-08-04,"Deaths",8
"Guinea",2015-08-04,"Cases",3784
"Guinea",2015-08-04,"Deaths",2522
"Liberia",2015-08-04,"Cases",10666
"Liberia",2015-08-04,"Deaths",4806
"Guinea",2015-08-05,"Cases",3784
"Guinea",2015-08-05,"Deaths",2522
"Spain",2015-08-05,"Cases",1
"Spain",2015-08-05,"Deaths",0
"Mali",2015-08-05,"Cases",8
"Mali",2015-08-05,"Deaths",6
"Sierra Leone",2015-08-05,"Cases",13406
"Sierra Leone",2015-08-05,"Deaths",3951
"Liberia",2015-08-05,"Cases",10666
"Liberia",2015-08-05,"Deaths",4806
"Italy",2015-08-05,"Cases",1
"Italy",2015-08-05,"Deaths",0
"Senegal",2015-08-05,"Cases",1
"Senegal",2015-08-05,"Deaths",0
"Liberia",2015-08-05,"Cases",10666
"Liberia",2015-08-05,"Deaths",4806
"United States of America",2015-08-05,"Cases",4
"United States of America",2015-08-05,"Deaths",1
"United Kingdom",2015-08-05,"Cases",1
"United Kingdom",2015-08-05,"Deaths",0
"Nigeria",2015-08-05,"Cases",20
"Nigeria",2015-08-05,"Deaths",8
"Spain",2015-08-06,"Cases",1
"Spain",2015-08-06,"Deaths",0
"Guinea",2015-08-06,"Cases",3792
"Guinea",2015-08-06,"Deaths",2524
"Senegal",2015-08-06,"Cases",1
"Senegal",2015-08-06,"Deaths",0
"Mali",2015-08-06,"Cases",8
"Mali",2015-08-06,"Deaths",6
"Nigeria",2015-08-06,"Cases",20
"Nigeria",2015-08-06,"Deaths",8
"United Kingdom",2015-08-06,"Cases",1
"United Kingdom",2015-08-06,"Deaths",0
"Sierra Leone",2015-08-06,"Cases",13426
"Sierra Leone",2015-08-06,"Deaths",3951
"Liberia",2015-08-06,"Cases",10666
"Liberia",2015-08-06,"Deaths",4806
"Liberia",2015-08-06,"Cases",10666
"Liberia",2015-08-06,"Deaths",4806
"United States of America",2015-08-06,"Cases",4
"United States of America",2015-08-06,"Deaths",1
"Italy",2015-08-06,"Cases",1
"Italy",2015-08-06,"Deaths",0
"Liberia",2015-08-07,"Cases",10666
"Liberia",2015-08-07,"Deaths",4806
"Spain",2015-08-07,"Cases",1
"Spain",2015-08-07,"Deaths",0
"Sierra Leone",2015-08-07,"Cases",13428
"Sierra Leone",2015-08-07,"Deaths",3951
"United States of America",2015-08-07,"Cases",4
"United States of America",2015-08-07,"Deaths",1
"Liberia",2015-08-07,"Cases",10666
"Liberia",2015-08-07,"Deaths",4806
"Guinea",2015-08-07,"Cases",3795
"Guinea",2015-08-07,"Deaths",2524
"Senegal",2015-08-07,"Cases",1
"Senegal",2015-08-07,"Deaths",0
"United Kingdom",2015-08-07,"Cases",1
"United Kingdom",2015-08-07,"Deaths",0
"Nigeria",2015-08-07,"Cases",20
"Nigeria",2015-08-07,"Deaths",8
"Italy",2015-08-07,"Cases",1
"Italy",2015-08-07,"Deaths",0
"Mali",2015-08-07,"Cases",8
"Mali",2015-08-07,"Deaths",6
"Liberia",2015-08-10,"Cases",10666
"Liberia",2015-08-10,"Deaths",4806
"United Kingdom",2015-08-10,"Cases",1
"United Kingdom",2015-08-10,"Deaths",0
"Sierra Leone",2015-08-10,"Cases",13465
"Sierra Leone",2015-08-10,"Deaths",3951
"Senegal",2015-08-10,"Cases",1
"Senegal",2015-08-10,"Deaths",0
"Liberia",2015-08-10,"Cases",10666
"Liberia",2015-08-10,"Deaths",4806
"Spain",2015-08-10,"Cases",1
"Spain",2015-08-10,"Deaths",0
"Guinea",2015-08-10,"Cases",3791
"Guinea",2015-08-10,"Deaths",2524
"Mali",2015-08-10,"Cases",8
"Mali",2015-08-10,"Deaths",6
"United States of America",2015-08-10,"Cases",4
"United States of America",2015-08-10,"Deaths",1
"Italy",2015-08-10,"Cases",1
"Italy",2015-08-10,"Deaths",0
"Nigeria",2015-08-10,"Cases",20
"Nigeria",2015-08-10,"Deaths",8
"Spain",2015-08-11,"Cases",1
"Spain",2015-08-11,"Deaths",0
"Guinea",2015-08-11,"Cases",3787
"Guinea",2015-08-11,"Deaths",2524
"Italy",2015-08-11,"Cases",1
"Italy",2015-08-11,"Deaths",0
"Liberia",2015-08-11,"Cases",10666
"Liberia",2015-08-11,"Deaths",4806
"United States of America",2015-08-11,"Cases",4
"United States of America",2015-08-11,"Deaths",1
"Sierra Leone",2015-08-11,"Cases",13470
"Sierra Leone",2015-08-11,"Deaths",3951
"Senegal",2015-08-11,"Cases",1
"Senegal",2015-08-11,"Deaths",0
"Nigeria",2015-08-11,"Cases",20
"Nigeria",2015-08-11,"Deaths",8
"United Kingdom",2015-08-11,"Cases",1
"United Kingdom",2015-08-11,"Deaths",0
"Mali",2015-08-11,"Cases",8
"Mali",2015-08-11,"Deaths",6
"Liberia",2015-08-11,"Cases",10666
"Liberia",2015-08-11,"Deaths",4806
"Liberia",2015-08-12,"Cases",10666
"Liberia",2015-08-12,"Deaths",4806
"Spain",2015-08-12,"Cases",1
"Spain",2015-08-12,"Deaths",0
"United Kingdom",2015-08-12,"Cases",1
"United Kingdom",2015-08-12,"Deaths",0
"Nigeria",2015-08-12,"Cases",20
"Nigeria",2015-08-12,"Deaths",8
"United States of America",2015-08-12,"Cases",4
"United States of America",2015-08-12,"Deaths",1
"Italy",2015-08-12,"Cases",1
"Italy",2015-08-12,"Deaths",0
"Mali",2015-08-12,"Cases",8
"Mali",2015-08-12,"Deaths",6
"Liberia",2015-08-12,"Cases",10666
"Liberia",2015-08-12,"Deaths",4806
