"Country","Date","Statistic","Value"
"Nigeria",2015-03-12,"Deaths",8
"Spain",2015-03-12,"Cases",1
"Spain",2015-03-12,"Deaths",0
"United Kingdom",2015-03-12,"Cases",1
"United Kingdom",2015-03-12,"Deaths",0
"United States of America",2015-03-12,"Cases",4
"United States of America",2015-03-12,"Deaths",1
"Sierra Leone",2015-03-12,"Cases",11677
"Sierra Leone",2015-03-12,"Deaths",3655
"Liberia",2015-03-12,"Cases",9343
"Liberia",2015-03-12,"Deaths",4162
"Guinea",2015-03-12,"Cases",3330
"Guinea",2015-03-12,"Deaths",2187
"Senegal",2015-03-12,"Cases",1
"Senegal",2015-03-12,"Deaths",0
"Mali",2015-03-12,"Cases",8
"Mali",2015-03-12,"Deaths",6
"Spain",2015-03-13,"Cases",1
"Spain",2015-03-13,"Deaths",0
"Liberia",2015-03-13,"Cases",9482
"Liberia",2015-03-13,"Deaths",4241
"Sierra Leone",2015-03-13,"Cases",11696
"Sierra Leone",2015-03-13,"Deaths",3663
"United States of America",2015-03-13,"Cases",4
"United States of America",2015-03-13,"Deaths",1
"Guinea",2015-03-13,"Cases",3331
"Guinea",2015-03-13,"Deaths",2192
"United Kingdom",2015-03-13,"Cases",1
"United Kingdom",2015-03-13,"Deaths",0
"Nigeria",2015-03-13,"Cases",20
"Nigeria",2015-03-13,"Deaths",8
"Senegal",2015-03-13,"Cases",1
"Senegal",2015-03-13,"Deaths",0
"Mali",2015-03-13,"Cases",8
"Mali",2015-03-13,"Deaths",6
"Mali",2015-03-16,"Cases",8
"Mali",2015-03-16,"Deaths",6
"Guinea",2015-03-16,"Cases",3373
"Guinea",2015-03-16,"Deaths",2216
"Sierra Leone",2015-03-16,"Cases",11742
"Sierra Leone",2015-03-16,"Deaths",3687
"Senegal",2015-03-16,"Cases",1
"Senegal",2015-03-16,"Deaths",0
"Nigeria",2015-03-16,"Cases",20
"Nigeria",2015-03-16,"Deaths",8
"Spain",2015-03-16,"Cases",1
"Spain",2015-03-16,"Deaths",0
"United States of America",2015-03-16,"Cases",4
"United States of America",2015-03-16,"Deaths",1
"Liberia",2015-03-16,"Cases",9482
"Liberia",2015-03-16,"Deaths",4241
"United Kingdom",2015-03-16,"Cases",1
"United Kingdom",2015-03-16,"Deaths",0
"Guinea",2015-03-17,"Cases",3389
"Guinea",2015-03-17,"Deaths",2224
"Mali",2015-03-17,"Cases",8
"Mali",2015-03-17,"Deaths",6
"Nigeria",2015-03-17,"Cases",20
"Nigeria",2015-03-17,"Deaths",8
"Senegal",2015-03-17,"Cases",1
"Senegal",2015-03-17,"Deaths",0
"Sierra Leone",2015-03-17,"Cases",11751
"Sierra Leone",2015-03-17,"Deaths",3691
"Liberia",2015-03-17,"Cases",9526
"Liberia",2015-03-17,"Deaths",4264
"Spain",2015-03-17,"Cases",1
"Spain",2015-03-17,"Deaths",0
"United Kingdom",2015-03-17,"Cases",1
"United Kingdom",2015-03-17,"Deaths",0
"United States of America",2015-03-17,"Cases",4
"United States of America",2015-03-17,"Deaths",1
"Liberia",2015-03-18,"Cases",9526
"Liberia",2015-03-18,"Deaths",4264
"Sierra Leone",2015-03-18,"Cases",11751
"Sierra Leone",2015-03-18,"Deaths",3691
"Spain",2015-03-18,"Cases",1
"Spain",2015-03-18,"Deaths",0
"Guinea",2015-03-18,"Cases",3389
"Guinea",2015-03-18,"Deaths",2224
"United Kingdom",2015-03-18,"Cases",1
"United Kingdom",2015-03-18,"Deaths",0
"Nigeria",2015-03-18,"Cases",20
"Nigeria",2015-03-18,"Deaths",8
"Senegal",2015-03-18,"Cases",1
"Senegal",2015-03-18,"Deaths",0
"Mali",2015-03-18,"Cases",8
"Mali",2015-03-18,"Deaths",6
"United States of America",2015-03-18,"Cases",4
"United States of America",2015-03-18,"Deaths",1
"United Kingdom",2015-03-20,"Cases",1
"United Kingdom",2015-03-20,"Deaths",0
"Guinea",2015-03-20,"Cases",3404
"Guinea",2015-03-20,"Deaths",2241
"Sierra Leone",2015-03-20,"Cases",11794
"Sierra Leone",2015-03-20,"Deaths",3712
"United States of America",2015-03-20,"Cases",4
"United States of America",2015-03-20,"Deaths",1
"Nigeria",2015-03-20,"Cases",20
"Nigeria",2015-03-20,"Deaths",8
"Senegal",2015-03-20,"Cases",1
"Senegal",2015-03-20,"Deaths",0
"Spain",2015-03-20,"Cases",1
"Spain",2015-03-20,"Deaths",0
"Mali",2015-03-20,"Cases",8
"Mali",2015-03-20,"Deaths",6
"Liberia",2015-03-20,"Cases",9555
"Liberia",2015-03-20,"Deaths",4283
"United States of America",2015-03-23,"Cases",4
"United States of America",2015-03-23,"Deaths",1
"Senegal",2015-03-23,"Cases",1
"Senegal",2015-03-23,"Deaths",0
"Liberia",2015-03-23,"Cases",9593
"Liberia",2015-03-23,"Deaths",4296
"Mali",2015-03-23,"Cases",8
"Mali",2015-03-23,"Deaths",6
"Sierra Leone",2015-03-23,"Cases",11829
"Sierra Leone",2015-03-23,"Deaths",3742
"United Kingdom",2015-03-23,"Cases",1
"United Kingdom",2015-03-23,"Deaths",0
"Guinea",2015-03-23,"Cases",3420
"Guinea",2015-03-23,"Deaths",2261
"Spain",2015-03-23,"Cases",1
"Spain",2015-03-23,"Deaths",0
"Nigeria",2015-03-23,"Cases",20
"Nigeria",2015-03-23,"Deaths",8
"Senegal",2015-03-24,"Cases",1
"Senegal",2015-03-24,"Deaths",0
"Sierra Leone",2015-03-24,"Cases",11841
"Sierra Leone",2015-03-24,"Deaths",3747
"Guinea",2015-03-24,"Cases",3429
"Guinea",2015-03-24,"Deaths",2263
"Spain",2015-03-24,"Cases",1
"Spain",2015-03-24,"Deaths",0
"Nigeria",2015-03-24,"Cases",20
"Nigeria",2015-03-24,"Deaths",8
"Mali",2015-03-24,"Cases",8
"Mali",2015-03-24,"Deaths",6
"United Kingdom",2015-03-24,"Cases",1
"United Kingdom",2015-03-24,"Deaths",0
"United States of America",2015-03-24,"Cases",4
"United States of America",2015-03-24,"Deaths",1
"Liberia",2015-03-24,"Cases",9602
"Liberia",2015-03-24,"Deaths",4301
"Senegal",2015-03-25,"Cases",1
"Senegal",2015-03-25,"Deaths",0
"Liberia",2015-03-25,"Cases",9602
"Liberia",2015-03-25,"Deaths",4301
"Spain",2015-03-25,"Cases",1
"Spain",2015-03-25,"Deaths",0
"Mali",2015-03-25,"Cases",8
"Mali",2015-03-25,"Deaths",6
"Sierra Leone",2015-03-25,"Cases",11841
"Sierra Leone",2015-03-25,"Deaths",3747
"United Kingdom",2015-03-25,"Cases",1
"United Kingdom",2015-03-25,"Deaths",0
"Guinea",2015-03-25,"Cases",3429
"Guinea",2015-03-25,"Deaths",2263
"Nigeria",2015-03-25,"Cases",20
"Nigeria",2015-03-25,"Deaths",8
"United States of America",2015-03-25,"Cases",4
"United States of America",2015-03-25,"Deaths",1
"Spain",2015-03-26,"Cases",1
"Spain",2015-03-26,"Deaths",0
"Guinea",2015-03-26,"Cases",3459
"Guinea",2015-03-26,"Deaths",2273
"Senegal",2015-03-26,"Cases",1
"Senegal",2015-03-26,"Deaths",0
"Sierra Leone",2015-03-26,"Cases",11866
"Sierra Leone",2015-03-26,"Deaths",3764
"Liberia",2015-03-26,"Cases",9602
"Liberia",2015-03-26,"Deaths",4301
"Mali",2015-03-26,"Cases",8
"Mali",2015-03-26,"Deaths",6
"Nigeria",2015-03-26,"Cases",20
"Nigeria",2015-03-26,"Deaths",8
"United Kingdom",2015-03-26,"Cases",1
"United Kingdom",2015-03-26,"Deaths",0
"United States of America",2015-03-26,"Cases",4
"United States of America",2015-03-26,"Deaths",1
"Liberia",2015-03-27,"Cases",9602
"Liberia",2015-03-27,"Deaths",4301
"Spain",2015-03-27,"Cases",1
"Spain",2015-03-27,"Deaths",0
"Mali",2015-03-27,"Cases",8
"Mali",2015-03-27,"Deaths",6
"Nigeria",2015-03-27,"Cases",20
"Nigeria",2015-03-27,"Deaths",8
"Senegal",2015-03-27,"Cases",1
"Senegal",2015-03-27,"Deaths",0
"United Kingdom",2015-03-27,"Cases",1
"United Kingdom",2015-03-27,"Deaths",0
"United States of America",2015-03-27,"Cases",4
"United States of America",2015-03-27,"Deaths",1
"Guinea",2015-03-27,"Cases",3466
"Guinea",2015-03-27,"Deaths",2276
"Sierra Leone",2015-03-27,"Cases",11889
"Sierra Leone",2015-03-27,"Deaths",3773
"Spain",2015-04-07,"Cases",1
"Spain",2015-04-07,"Deaths",0
"Mali",2015-04-07,"Cases",8
"Mali",2015-04-07,"Deaths",6
"Senegal",2015-04-07,"Cases",1
"Senegal",2015-04-07,"Deaths",0
"Nigeria",2015-04-07,"Cases",20
"Nigeria",2015-04-07,"Deaths",8
"Guinea",2015-04-07,"Cases",3515
"Guinea",2015-04-07,"Deaths",2333
"United Kingdom",2015-04-07,"Cases",1
"United Kingdom",2015-04-07,"Deaths",0
"Liberia",2015-04-07,"Cases",9862
"Liberia",2015-04-07,"Deaths",4408
"United States of America",2015-04-07,"Cases",4
"United States of America",2015-04-07,"Deaths",1
"Sierra Leone",2015-04-07,"Cases",12139
"Sierra Leone",2015-04-07,"Deaths",3832
"Liberia",2015-04-09,"Cases",9862
"Liberia",2015-04-09,"Deaths",4408
"United Kingdom",2015-04-09,"Cases",1
"United Kingdom",2015-04-09,"Deaths",0
"United States of America",2015-04-09,"Cases",4
"United States of America",2015-04-09,"Deaths",1
"Mali",2015-04-09,"Cases",8
"Mali",2015-04-09,"Deaths",6
"Senegal",2015-04-09,"Cases",1
"Senegal",2015-04-09,"Deaths",0
"Spain",2015-04-09,"Cases",1
"Spain",2015-04-09,"Deaths",0
"Nigeria",2015-04-09,"Cases",20
"Nigeria",2015-04-09,"Deaths",8
"Guinea",2015-04-09,"Cases",3515
"Guinea",2015-04-09,"Deaths",2335
"Sierra Leone",2015-04-09,"Cases",12155
"Sierra Leone",2015-04-09,"Deaths",3841
"Sierra Leone",2015-04-13,"Cases",12188
"Sierra Leone",2015-04-13,"Deaths",3854
"Senegal",2015-04-13,"Cases",1
"Senegal",2015-04-13,"Deaths",0
"Liberia",2015-04-13,"Cases",9862
"Liberia",2015-04-13,"Deaths",4408
"Mali",2015-04-13,"Cases",8
"Mali",2015-04-13,"Deaths",6
"United States of America",2015-04-13,"Cases",4
"United States of America",2015-04-13,"Deaths",1
"Nigeria",2015-04-13,"Cases",20
"Nigeria",2015-04-13,"Deaths",8
"Spain",2015-04-13,"Cases",1
"Spain",2015-04-13,"Deaths",0
"United Kingdom",2015-04-13,"Cases",1
"United Kingdom",2015-04-13,"Deaths",0
"Guinea",2015-04-13,"Cases",3541
"Guinea",2015-04-13,"Deaths",2342
"Sierra Leone",2015-04-14,"Cases",12201
"Sierra Leone",2015-04-14,"Deaths",3857
"United Kingdom",2015-04-14,"Cases",1
"United Kingdom",2015-04-14,"Deaths",0
"United States of America",2015-04-14,"Cases",4
"United States of America",2015-04-14,"Deaths",1
"Nigeria",2015-04-14,"Cases",20
"Nigeria",2015-04-14,"Deaths",8
"Mali",2015-04-14,"Cases",8
"Mali",2015-04-14,"Deaths",6
"Guinea",2015-04-14,"Cases",3548
"Guinea",2015-04-14,"Deaths",2346
"Liberia",2015-04-14,"Cases",9862
"Liberia",2015-04-14,"Deaths",4408
"Senegal",2015-04-14,"Cases",1
"Senegal",2015-04-14,"Deaths",0
"Spain",2015-04-14,"Cases",1
"Spain",2015-04-14,"Deaths",0
"Mali",2015-04-15,"Cases",8
"Mali",2015-04-15,"Deaths",6
"Sierra Leone",2015-04-15,"Cases",12201
"Sierra Leone",2015-04-15,"Deaths",3857
"Liberia",2015-04-15,"Cases",10042
"Liberia",2015-04-15,"Deaths",4486
"Senegal",2015-04-15,"Cases",1
"Senegal",2015-04-15,"Deaths",0
"Guinea",2015-04-15,"Cases",3548
"Guinea",2015-04-15,"Deaths",2346
"United States of America",2015-04-15,"Cases",4
"United States of America",2015-04-15,"Deaths",1
"Spain",2015-04-15,"Cases",1
"Spain",2015-04-15,"Deaths",0
"Nigeria",2015-04-15,"Cases",20
"Nigeria",2015-04-15,"Deaths",8
"United Kingdom",2015-04-15,"Cases",1
"United Kingdom",2015-04-15,"Deaths",0
"Spain",2015-04-16,"Cases",1
"Spain",2015-04-16,"Deaths",0
"United States of America",2015-04-16,"Cases",4
"United States of America",2015-04-16,"Deaths",1
"Mali",2015-04-16,"Cases",8
"Mali",2015-04-16,"Deaths",6
"Sierra Leone",2015-04-16,"Cases",12223
"Sierra Leone",2015-04-16,"Deaths",3865
"Nigeria",2015-04-16,"Cases",20
"Nigeria",2015-04-16,"Deaths",8
"United Kingdom",2015-04-16,"Cases",1
"United Kingdom",2015-04-16,"Deaths",0
"Senegal",2015-04-16,"Cases",1
"Senegal",2015-04-16,"Deaths",0
"Liberia",2015-04-16,"Cases",10042
"Liberia",2015-04-16,"Deaths",4486
"Guinea",2015-04-16,"Cases",3566
"Guinea",2015-04-16,"Deaths",2348
"Guinea",2015-04-17,"Cases",3569
"Guinea",2015-04-17,"Deaths",2351
"Nigeria",2015-04-17,"Cases",20
"Nigeria",2015-04-17,"Deaths",8
"United States of America",2015-04-17,"Cases",4
"United States of America",2015-04-17,"Deaths",1
"United Kingdom",2015-04-17,"Cases",1
"United Kingdom",2015-04-17,"Deaths",0
"Senegal",2015-04-17,"Cases",1
"Senegal",2015-04-17,"Deaths",0
"Liberia",2015-04-17,"Cases",10042
"Liberia",2015-04-17,"Deaths",4486
"Spain",2015-04-17,"Cases",1
"Spain",2015-04-17,"Deaths",0
"Mali",2015-04-17,"Cases",8
"Mali",2015-04-17,"Deaths",6
"Sierra Leone",2015-04-17,"Cases",12244
"Sierra Leone",2015-04-17,"Deaths",3865
"United Kingdom",2015-04-20,"Cases",1
"United Kingdom",2015-04-20,"Deaths",0
"Mali",2015-04-20,"Cases",8
"Mali",2015-04-20,"Deaths",6
"Sierra Leone",2015-04-20,"Cases",12256
"Sierra Leone",2015-04-20,"Deaths",3872
"Senegal",2015-04-20,"Cases",1
"Senegal",2015-04-20,"Deaths",0
"Guinea",2015-04-20,"Cases",3565
"Guinea",2015-04-20,"Deaths",2357
"Liberia",2015-04-20,"Cases",10042
"Liberia",2015-04-20,"Deaths",4486
"Nigeria",2015-04-20,"Cases",20
"Nigeria",2015-04-20,"Deaths",8
"Spain",2015-04-20,"Cases",1
"Spain",2015-04-20,"Deaths",0
"United States of America",2015-04-20,"Cases",4
"United States of America",2015-04-20,"Deaths",1
"Spain",2015-04-21,"Cases",1
"Spain",2015-04-21,"Deaths",0
"Liberia",2015-04-21,"Cases",10042
"Liberia",2015-04-21,"Deaths",4486
"Nigeria",2015-04-21,"Cases",20
"Nigeria",2015-04-21,"Deaths",8
"Mali",2015-04-21,"Cases",8
"Mali",2015-04-21,"Deaths",6
"Senegal",2015-04-21,"Cases",1
"Senegal",2015-04-21,"Deaths",0
"United States of America",2015-04-21,"Cases",4
"United States of America",2015-04-21,"Deaths",1
"Guinea",2015-04-21,"Cases",3565
"Guinea",2015-04-21,"Deaths",2358
"United Kingdom",2015-04-21,"Cases",1
"United Kingdom",2015-04-21,"Deaths",0
"Sierra Leone",2015-04-21,"Cases",12265
"Sierra Leone",2015-04-21,"Deaths",3877
"United Kingdom",2015-04-22,"Cases",1
"United Kingdom",2015-04-22,"Deaths",0
"Spain",2015-04-22,"Cases",1
"Spain",2015-04-22,"Deaths",0
"Sierra Leone",2015-04-22,"Cases",12267
"Sierra Leone",2015-04-22,"Deaths",3877
"Mali",2015-04-22,"Cases",8
"Mali",2015-04-22,"Deaths",6
"United States of America",2015-04-22,"Cases",4
"United States of America",2015-04-22,"Deaths",1
"Guinea",2015-04-22,"Cases",3565
"Guinea",2015-04-22,"Deaths",2358
"Senegal",2015-04-22,"Cases",1
"Senegal",2015-04-22,"Deaths",0
"Liberia",2015-04-22,"Cases",10212
"Liberia",2015-04-22,"Deaths",4573
"Nigeria",2015-04-22,"Cases",20
"Nigeria",2015-04-22,"Deaths",8
"Mali",2015-04-23,"Cases",8
"Mali",2015-04-23,"Deaths",6
"United Kingdom",2015-04-23,"Cases",1
"United Kingdom",2015-04-23,"Deaths",0
"Liberia",2015-04-23,"Cases",10212
"Liberia",2015-04-23,"Deaths",4573
"Guinea",2015-04-23,"Cases",3568
"Guinea",2015-04-23,"Deaths",2362
"Nigeria",2015-04-23,"Cases",20
"Nigeria",2015-04-23,"Deaths",8
"Spain",2015-04-23,"Cases",1
"Spain",2015-04-23,"Deaths",0
"Sierra Leone",2015-04-23,"Cases",12294
"Sierra Leone",2015-04-23,"Deaths",3885
"United States of America",2015-04-23,"Cases",4
"United States of America",2015-04-23,"Deaths",1
"Senegal",2015-04-23,"Cases",1
"Senegal",2015-04-23,"Deaths",0
"Spain",2015-04-24,"Cases",1
"Spain",2015-04-24,"Deaths",0
"United Kingdom",2015-04-24,"Cases",1
"United Kingdom",2015-04-24,"Deaths",0
"Mali",2015-04-24,"Cases",8
"Mali",2015-04-24,"Deaths",6
"Nigeria",2015-04-24,"Cases",20
"Nigeria",2015-04-24,"Deaths",8
"United States of America",2015-04-24,"Cases",4
"United States of America",2015-04-24,"Deaths",1
"Liberia",2015-04-24,"Cases",10212
"Liberia",2015-04-24,"Deaths",4573
"Guinea",2015-04-24,"Cases",3576
"Guinea",2015-04-24,"Deaths",2365
"Sierra Leone",2015-04-24,"Cases",12313
"Sierra Leone",2015-04-24,"Deaths",3886
"Senegal",2015-04-24,"Cases",1
"Senegal",2015-04-24,"Deaths",0
"United Kingdom",2015-04-27,"Cases",1
"United Kingdom",2015-04-27,"Deaths",0
"Spain",2015-04-27,"Cases",1
"Spain",2015-04-27,"Deaths",0
"Mali",2015-04-27,"Cases",8
"Mali",2015-04-27,"Deaths",6
"Liberia",2015-04-27,"Cases",10212
"Liberia",2015-04-27,"Deaths",4573
"Nigeria",2015-04-27,"Cases",20
"Nigeria",2015-04-27,"Deaths",8
"United States of America",2015-04-27,"Cases",4
"United States of America",2015-04-27,"Deaths",1
"Sierra Leone",2015-04-27,"Cases",12362
"Sierra Leone",2015-04-27,"Deaths",3895
"Guinea",2015-04-27,"Cases",3585
"Guinea",2015-04-27,"Deaths",2374
"Senegal",2015-04-27,"Cases",1
"Senegal",2015-04-27,"Deaths",0
"Sierra Leone",2015-04-28,"Cases",12371
"Sierra Leone",2015-04-28,"Deaths",3899
"Nigeria",2015-04-28,"Cases",20
"Nigeria",2015-04-28,"Deaths",8
"Guinea",2015-04-28,"Cases",3584
"Guinea",2015-04-28,"Deaths",2377
"Senegal",2015-04-28,"Cases",1
"Senegal",2015-04-28,"Deaths",0
"United Kingdom",2015-04-28,"Cases",1
"United Kingdom",2015-04-28,"Deaths",0
"Spain",2015-04-28,"Cases",1
"Spain",2015-04-28,"Deaths",0
"United States of America",2015-04-28,"Cases",4
"United States of America",2015-04-28,"Deaths",1
"Liberia",2015-04-28,"Cases",10322
"Liberia",2015-04-28,"Deaths",4608
"Mali",2015-04-28,"Cases",8
"Mali",2015-04-28,"Deaths",6
"Senegal",2015-04-30,"Cases",1
"Senegal",2015-04-30,"Deaths",0
"Guinea",2015-04-30,"Cases",3581
"Guinea",2015-04-30,"Deaths",2381
"United States of America",2015-04-30,"Cases",4
"United States of America",2015-04-30,"Deaths",1
"Spain",2015-04-30,"Cases",1
"Spain",2015-04-30,"Deaths",0
"United Kingdom",2015-04-30,"Cases",1
"United Kingdom",2015-04-30,"Deaths",0
"Nigeria",2015-04-30,"Cases",20
"Nigeria",2015-04-30,"Deaths",8
"Mali",2015-04-30,"Cases",8
"Mali",2015-04-30,"Deaths",6
"Sierra Leone",2015-04-30,"Cases",12387
"Sierra Leone",2015-04-30,"Deaths",3901
"Liberia",2015-04-30,"Cases",10322
"Liberia",2015-04-30,"Deaths",4608
"Sierra Leone",2015-05-01,"Cases",12398
"Sierra Leone",2015-05-01,"Deaths",3901
"Mali",2015-05-01,"Cases",8
"Mali",2015-05-01,"Deaths",6
"Nigeria",2015-05-01,"Cases",20
"Nigeria",2015-05-01,"Deaths",8
"United States of America",2015-05-01,"Cases",4
"United States of America",2015-05-01,"Deaths",1
"Guinea",2015-05-01,"Cases",3578
"Guinea",2015-05-01,"Deaths",2383
"Senegal",2015-05-01,"Cases",1
"Senegal",2015-05-01,"Deaths",0
"Liberia",2015-05-01,"Cases",10322
"Liberia",2015-05-01,"Deaths",4608
"United Kingdom",2015-05-01,"Cases",1
"United Kingdom",2015-05-01,"Deaths",0
"Spain",2015-05-01,"Cases",1
"Spain",2015-05-01,"Deaths",0
"United Kingdom",2015-05-04,"Cases",1
"United Kingdom",2015-05-04,"Deaths",0
"Sierra Leone",2015-05-04,"Cases",12426
"Sierra Leone",2015-05-04,"Deaths",3902
"Liberia",2015-05-04,"Cases",10322
"Liberia",2015-05-04,"Deaths",4608
"Mali",2015-05-04,"Cases",8
"Mali",2015-05-04,"Deaths",6
"Nigeria",2015-05-04,"Cases",20
"Nigeria",2015-05-04,"Deaths",8
"United States of America",2015-05-04,"Cases",4
"United States of America",2015-05-04,"Deaths",1
"Spain",2015-05-04,"Cases",1
"Spain",2015-05-04,"Deaths",0
"Senegal",2015-05-04,"Cases",1
"Senegal",2015-05-04,"Deaths",0
"Guinea",2015-05-04,"Cases",3591
"Guinea",2015-05-04,"Deaths",2385
"Mali",2015-05-05,"Cases",8
"Mali",2015-05-05,"Deaths",6
"Spain",2015-05-05,"Cases",1
"Spain",2015-05-05,"Deaths",0
"Liberia",2015-05-05,"Cases",10507
"Liberia",2015-05-05,"Deaths",4691
"United States of America",2015-05-05,"Cases",4
"United States of America",2015-05-05,"Deaths",1
"Nigeria",2015-05-05,"Cases",20
"Nigeria",2015-05-05,"Deaths",8
"Sierra Leone",2015-05-05,"Cases",12440
"Sierra Leone",2015-05-05,"Deaths",3903
"United Kingdom",2015-05-05,"Cases",1
"United Kingdom",2015-05-05,"Deaths",0
"Senegal",2015-05-05,"Cases",1
"Senegal",2015-05-05,"Deaths",0
"Guinea",2015-05-05,"Cases",3589
"Guinea",2015-05-05,"Deaths",2386
"Guinea",2015-05-06,"Cases",3589
"Guinea",2015-05-06,"Deaths",2386
"Liberia",2015-05-06,"Cases",10564
"Liberia",2015-05-06,"Deaths",4716
"United Kingdom",2015-05-06,"Cases",1
"United Kingdom",2015-05-06,"Deaths",0
"Nigeria",2015-05-06,"Cases",20
"Nigeria",2015-05-06,"Deaths",8
"Mali",2015-05-06,"Cases",8
"Mali",2015-05-06,"Deaths",6
"United States of America",2015-05-06,"Cases",4
"United States of America",2015-05-06,"Deaths",1
"Sierra Leone",2015-05-06,"Cases",12440
"Sierra Leone",2015-05-06,"Deaths",3903
"Senegal",2015-05-06,"Cases",1
"Senegal",2015-05-06,"Deaths",0
"Spain",2015-05-06,"Cases",1
"Spain",2015-05-06,"Deaths",0
"Liberia",2015-05-07,"Cases",10564
"Liberia",2015-05-07,"Deaths",4716
"Spain",2015-05-07,"Cases",1
"Spain",2015-05-07,"Deaths",0
"Mali",2015-05-07,"Cases",8
"Mali",2015-05-07,"Deaths",6
"Sierra Leone",2015-05-07,"Cases",12470
"Sierra Leone",2015-05-07,"Deaths",3904
"United States of America",2015-05-07,"Cases",4
"United States of America",2015-05-07,"Deaths",1
"United Kingdom",2015-05-07,"Cases",1
"United Kingdom",2015-05-07,"Deaths",0
"Senegal",2015-05-07,"Cases",1
"Senegal",2015-05-07,"Deaths",0
"Guinea",2015-05-07,"Cases",3592
"Guinea",2015-05-07,"Deaths",2387
"Nigeria",2015-05-07,"Cases",20
"Nigeria",2015-05-07,"Deaths",8
"Senegal",2015-05-08,"Cases",1
"Senegal",2015-05-08,"Deaths",0
"Spain",2015-05-08,"Cases",1
"Spain",2015-05-08,"Deaths",0
"Sierra Leone",2015-05-08,"Cases",12492
"Sierra Leone",2015-05-08,"Deaths",3904
"United States of America",2015-05-08,"Cases",4
"United States of America",2015-05-08,"Deaths",1
"Nigeria",2015-05-08,"Cases",20
"Nigeria",2015-05-08,"Deaths",8
"Liberia",2015-05-08,"Cases",10564
"Liberia",2015-05-08,"Deaths",4716
"United Kingdom",2015-05-08,"Cases",1
"United Kingdom",2015-05-08,"Deaths",0
"Mali",2015-05-08,"Cases",8
"Mali",2015-05-08,"Deaths",6
"Guinea",2015-05-08,"Cases",3592
"Guinea",2015-05-08,"Deaths",2387
"United Kingdom",2015-05-11,"Cases",1
"United Kingdom",2015-05-11,"Deaths",0
"Guinea",2015-05-11,"Cases",3599
"Guinea",2015-05-11,"Deaths",2391
"Senegal",2015-05-11,"Cases",1
"Senegal",2015-05-11,"Deaths",0
"United States of America",2015-05-11,"Cases",4
"United States of America",2015-05-11,"Deaths",1
"Spain",2015-05-11,"Cases",1
"Spain",2015-05-11,"Deaths",0
"Mali",2015-05-11,"Cases",8
"Mali",2015-05-11,"Deaths",6
"Liberia",2015-05-11,"Cases",10604
"Liberia",2015-05-11,"Deaths",4769
"Nigeria",2015-05-11,"Cases",20
"Nigeria",2015-05-11,"Deaths",8
"Sierra Leone",2015-05-11,"Cases",12519
"Sierra Leone",2015-05-11,"Deaths",3904
"Senegal",2015-05-12,"Cases",1
"Senegal",2015-05-12,"Deaths",0
"Mali",2015-05-12,"Cases",8
"Mali",2015-05-12,"Deaths",6
"Liberia",2015-05-12,"Cases",10604
"Liberia",2015-05-12,"Deaths",4769
"United States of America",2015-05-12,"Cases",4
"United States of America",2015-05-12,"Deaths",1
"United Kingdom",2015-05-12,"Cases",1
"United Kingdom",2015-05-12,"Deaths",0
"Sierra Leone",2015-05-12,"Cases",12523
"Sierra Leone",2015-05-12,"Deaths",3904
"Nigeria",2015-05-12,"Cases",20
"Nigeria",2015-05-12,"Deaths",8
"Guinea",2015-05-12,"Cases",3597
"Guinea",2015-05-12,"Deaths",2392
"Spain",2015-05-12,"Cases",1
"Spain",2015-05-12,"Deaths",0
"Sierra Leone",2015-05-13,"Cases",12519
"Sierra Leone",2015-05-13,"Deaths",3904
"United Kingdom",2015-05-13,"Cases",1
"United Kingdom",2015-05-13,"Deaths",0
"Senegal",2015-05-13,"Cases",1
"Senegal",2015-05-13,"Deaths",0
"Nigeria",2015-05-13,"Cases",20
"Nigeria",2015-05-13,"Deaths",8
"Spain",2015-05-13,"Cases",1
"Spain",2015-05-13,"Deaths",0
"Liberia",2015-05-13,"Cases",10604
"Liberia",2015-05-13,"Deaths",4769
"Mali",2015-05-13,"Cases",8
"Mali",2015-05-13,"Deaths",6
"Guinea",2015-05-13,"Cases",3599
"Guinea",2015-05-13,"Deaths",2391
"United States of America",2015-05-13,"Cases",4
"United States of America",2015-05-13,"Deaths",1
"Nigeria",2015-05-14,"Cases",20
"Nigeria",2015-05-14,"Deaths",8
"Spain",2015-05-14,"Cases",1
"Spain",2015-05-14,"Deaths",0
"Liberia",2015-05-14,"Cases",10604
"Liberia",2015-05-14,"Deaths",4769
"United States of America",2015-05-14,"Cases",4
"United States of America",2015-05-14,"Deaths",1
"Mali",2015-05-14,"Cases",8
"Mali",2015-05-14,"Deaths",6
"Guinea",2015-05-14,"Cases",3615
"Guinea",2015-05-14,"Deaths",2399
"Senegal",2015-05-14,"Cases",1
"Senegal",2015-05-14,"Deaths",0
"United Kingdom",2015-05-14,"Cases",1
"United Kingdom",2015-05-14,"Deaths",0
"Sierra Leone",2015-05-14,"Cases",12536
"Sierra Leone",2015-05-14,"Deaths",3904
"Italy",2015-05-14,"Cases",1
"Italy",2015-05-14,"Deaths",0
"Mali",2015-05-15,"Cases",8
"Mali",2015-05-15,"Deaths",6
"Guinea",2015-05-15,"Cases",3619
"Guinea",2015-05-15,"Deaths",2401
"Sierra Leone",2015-05-15,"Cases",12540
"Sierra Leone",2015-05-15,"Deaths",3904
"Nigeria",2015-05-15,"Cases",20
"Nigeria",2015-05-15,"Deaths",8
