"Country","Date","Cases","Deaths"
"Liberia",2015-07-30,10666,4806
"United Kingdom",2015-07-30,1,0
"Liberia",2015-07-30,10666,4806
"Nigeria",2015-07-31,20,8
"Senegal",2015-07-31,1,0
"United States of America",2015-07-31,4,1
"Liberia",2015-07-31,10666,4806
"Sierra Leone",2015-07-31,13387,3951
"United Kingdom",2015-07-31,1,0
"Guinea",2015-07-31,3781,2521
"Spain",2015-07-31,1,0
"Italy",2015-07-31,1,0
"Liberia",2015-07-31,10666,4806
"Mali",2015-07-31,8,6
"United Kingdom",2015-08-03,1,0
"Liberia",2015-08-03,10666,4806
"Sierra Leone",2015-08-03,13402,3951
"Italy",2015-08-03,1,0
"United States of America",2015-08-03,4,1
"Nigeria",2015-08-03,20,8
"Liberia",2015-08-03,10666,4806
"Guinea",2015-08-03,3786,2522
"Spain",2015-08-03,1,0
"Senegal",2015-08-03,1,0
"Mali",2015-08-03,8,6
"Spain",2015-08-04,1,0
"Sierra Leone",2015-08-04,13406,3951
"Liberia",2015-08-04,10666,4806
"United Kingdom",2015-08-04,1,0
"Italy",2015-08-04,1,0
"United States of America",2015-08-04,4,1
"Senegal",2015-08-04,1,0
"Mali",2015-08-04,8,6
"Nigeria",2015-08-04,20,8
"Guinea",2015-08-04,3784,2522
"Liberia",2015-08-04,10666,4806
"Guinea",2015-08-05,3784,2522
"Spain",2015-08-05,1,0
"Mali",2015-08-05,8,6
"Sierra Leone",2015-08-05,13406,3951
"Liberia",2015-08-05,10666,4806
"Italy",2015-08-05,1,0
"Senegal",2015-08-05,1,0
"Liberia",2015-08-05,10666,4806
"United States of America",2015-08-05,4,1
"United Kingdom",2015-08-05,1,0
"Nigeria",2015-08-05,20,8
"Spain",2015-08-06,1,0
"Guinea",2015-08-06,3792,2524
"Senegal",2015-08-06,1,0
"Mali",2015-08-06,8,6
"Nigeria",2015-08-06,20,8
"United Kingdom",2015-08-06,1,0
"Sierra Leone",2015-08-06,13426,3951
"Liberia",2015-08-06,10666,4806
"Liberia",2015-08-06,10666,4806
"United States of America",2015-08-06,4,1
"Italy",2015-08-06,1,0
"Liberia",2015-08-07,10666,4806
"Spain",2015-08-07,1,0
"Sierra Leone",2015-08-07,13428,3951
"United States of America",2015-08-07,4,1
"Liberia",2015-08-07,10666,4806
"Guinea",2015-08-07,3795,2524
"Senegal",2015-08-07,1,0
"United Kingdom",2015-08-07,1,0
"Nigeria",2015-08-07,20,8
"Italy",2015-08-07,1,0
"Mali",2015-08-07,8,6
"Liberia",2015-08-10,10666,4806
"United Kingdom",2015-08-10,1,0
"Sierra Leone",2015-08-10,13465,3951
"Senegal",2015-08-10,1,0
"Liberia",2015-08-10,10666,4806
"Spain",2015-08-10,1,0
"Guinea",2015-08-10,3791,2524
"Mali",2015-08-10,8,6
"United States of America",2015-08-10,4,1
"Italy",2015-08-10,1,0
"Nigeria",2015-08-10,20,8
"Spain",2015-08-11,1,0
"Guinea",2015-08-11,3787,2524
"Italy",2015-08-11,1,0
"Liberia",2015-08-11,10666,4806
"United States of America",2015-08-11,4,1
"Sierra Leone",2015-08-11,13470,3951
"Senegal",2015-08-11,1,0
"Nigeria",2015-08-11,20,8
"United Kingdom",2015-08-11,1,0
"Mali",2015-08-11,8,6
"Liberia",2015-08-11,10666,4806
"Liberia",2015-08-12,10666,4806
"Spain",2015-08-12,1,0
"United Kingdom",2015-08-12,1,0
"Nigeria",2015-08-12,20,8
"United States of America",2015-08-12,4,1
"Italy",2015-08-12,1,0
"Mali",2015-08-12,8,6
"Liberia",2015-08-12,10666,4806
"Senegal",2015-08-12,1,0
"Guinea",2015-08-12,3787,2524
"Sierra Leone",2015-08-12,13470,3951
"Senegal",2015-08-13,1,0
"Guinea",2015-08-13,3792,2524
"Sierra Leone",2015-08-13,13484,3951
"Italy",2015-08-13,1,0
"Spain",2015-08-13,1,0
"United Kingdom",2015-08-13,1,0
"Mali",2015-08-13,8,6
"United States of America",2015-08-13,4,1
"Nigeria",2015-08-13,20,8
"Liberia",2015-08-13,10666,4806
"Liberia",2015-08-13,10666,4806
"Senegal",2015-08-14,1,0
"Mali",2015-08-14,8,6
"Spain",2015-08-14,1,0
"Nigeria",2015-08-14,20,8
"United States of America",2015-08-14,4,1
"Italy",2015-08-14,1,0
"Guinea",2015-08-14,3791,2524
"Sierra Leone",2015-08-14,13485,3952
"Liberia",2015-08-14,10666,4806
"Liberia",2015-08-14,10666,4806
"United Kingdom",2015-08-14,1,0
"Guinea",2015-08-17,3790,2524
"Senegal",2015-08-17,1,0
"Liberia",2015-08-17,10666,4806
"Spain",2015-08-17,1,0
"Sierra Leone",2015-08-17,13489,3952
"Italy",2015-08-17,1,0
"United States of America",2015-08-17,4,1
"Nigeria",2015-08-17,20,8
"Liberia",2015-08-17,10666,4806
"Mali",2015-08-17,8,6
"United Kingdom",2015-08-17,1,0
"United Kingdom",2015-08-18,1,0
"Spain",2015-08-18,1,0
"Sierra Leone",2015-08-18,13494,3952
"Italy",2015-08-18,1,0
"Liberia",2015-08-18,10666,4806
"Guinea",2015-08-18,3786,2524
"United States of America",2015-08-18,4,1
"Senegal",2015-08-18,1,0
"Nigeria",2015-08-18,20,8
"Liberia",2015-08-18,10666,4806
"Mali",2015-08-18,8,6
"Liberia",2015-08-19,10666,4806
"Italy",2015-08-19,1,0
"Senegal",2015-08-19,1,0
"Nigeria",2015-08-19,20,8
"Spain",2015-08-19,1,0
"Guinea",2015-08-19,3786,2524
"United Kingdom",2015-08-19,1,0
"Mali",2015-08-19,8,6
"Sierra Leone",2015-08-19,13494,3952
"Liberia",2015-08-19,10666,4806
"United States of America",2015-08-19,4,1
"Senegal",2015-08-20,1,0
"Guinea",2015-08-20,3792,2526
"Liberia",2015-08-20,10666,4806
"Spain",2015-08-20,1,0
"Mali",2015-08-20,8,6
"Nigeria",2015-08-20,20,8
"United Kingdom",2015-08-20,1,0
"Italy",2015-08-20,1,0
"Sierra Leone",2015-08-20,13518,3952
"United States of America",2015-08-20,4,1
"Liberia",2015-08-20,10666,4806
"Senegal",2015-08-21,1,0
"Italy",2015-08-21,1,0
"Liberia",2015-08-21,10666,4806
"Spain",2015-08-21,1,0
"United States of America",2015-08-21,4,1
"Guinea",2015-08-21,3795,2526
"Liberia",2015-08-21,10666,4806
"Nigeria",2015-08-21,20,8
"Mali",2015-08-21,8,6
"Sierra Leone",2015-08-21,13533,3952
"United Kingdom",2015-08-21,1,0
"Liberia",2015-08-24,10666,4806
"Senegal",2015-08-24,1,0
"Guinea",2015-08-24,3790,2527
"United Kingdom",2015-08-24,1,0
"Mali",2015-08-24,8,6
"Spain",2015-08-24,1,0
"Nigeria",2015-08-24,20,8
"Italy",2015-08-24,1,0
"United States of America",2015-08-24,4,1
"Liberia",2015-08-24,10666,4806
"Sierra Leone",2015-08-24,13538,3952
"Italy",2015-08-25,1,0
"Senegal",2015-08-25,1,0
"United States of America",2015-08-25,4,1
"Liberia",2015-08-25,10666,4806
"Liberia",2015-08-25,10666,4806
"Spain",2015-08-25,1,0
"Sierra Leone",2015-08-25,13541,3952
"Mali",2015-08-25,8,6
"Nigeria",2015-08-25,20,8
"Guinea",2015-08-25,3792,2527
"United Kingdom",2015-08-25,1,0
"Liberia",2015-08-26,10666,4806
"Mali",2015-08-26,8,6
"United States of America",2015-08-26,4,1
"Italy",2015-08-26,1,0
"Nigeria",2015-08-26,20,8
"Sierra Leone",2015-08-26,13541,3952
"Spain",2015-08-26,1,0
"Guinea",2015-08-26,3792,2527
"United Kingdom",2015-08-26,1,0
"Senegal",2015-08-26,1,0
"Liberia",2015-08-26,10666,4806
"Liberia",2015-08-27,10666,4806
"Mali",2015-08-27,8,6
"Nigeria",2015-08-27,20,8
"Guinea",2015-08-27,3797,2528
"Italy",2015-08-27,1,0
"Spain",2015-08-27,1,0
"Sierra Leone",2015-08-27,13582,3952
"Liberia",2015-08-27,10666,4806
"United Kingdom",2015-08-27,1,0
"Senegal",2015-08-27,1,0
"United States of America",2015-08-27,4,1
"Liberia",2015-08-28,10666,4806
"Mali",2015-08-28,8,6
"United States of America",2015-08-28,4,1
"Spain",2015-08-28,1,0
"Senegal",2015-08-28,1,0
"Liberia",2015-08-28,10666,4806
"Nigeria",2015-08-28,20,8
"Italy",2015-08-28,1,0
"Guinea",2015-08-28,3797,2528
"United Kingdom",2015-08-28,1,0
"Sierra Leone",2015-08-28,13586,3952
"Mali",2015-08-31,8,6
"Liberia",2015-08-31,10666,4806
"Guinea",2015-08-31,3790,2528
"Sierra Leone",2015-08-31,13603,3953
"Nigeria",2015-08-31,20,8
"Senegal",2015-08-31,1,0
"Liberia",2015-08-31,10666,4806
"Spain",2015-08-31,1,0
"United States of America",2015-08-31,4,1
"United Kingdom",2015-08-31,1,0
"Italy",2015-08-31,1,0
"Spain",2015-09-01,1,0
"Guinea",2015-09-01,3792,2529
"Liberia",2015-09-01,10666,4806
"Sierra Leone",2015-09-01,13609,3953
"United States of America",2015-09-01,4,1
"Liberia",2015-09-01,10666,4806
"Mali",2015-09-01,8,6
"Italy",2015-09-01,1,0
"United Kingdom",2015-09-01,1,0
"Senegal",2015-09-01,1,0
"Nigeria",2015-09-01,20,8
"Sierra Leone",2015-09-02,13609,3953
"Mali",2015-09-02,8,6
"United States of America",2015-09-02,4,1
"United Kingdom",2015-09-02,1,0
"Guinea",2015-09-02,3792,2529
"Liberia",2015-09-02,10666,4806
"Spain",2015-09-02,1,0
"Senegal",2015-09-02,1,0
"Italy",2015-09-02,1,0
"Nigeria",2015-09-02,20,8
"Liberia",2015-09-02,10666,4806
"Italy",2015-09-03,1,0
"Spain",2015-09-03,1,0
"Mali",2015-09-03,8,6
"United States of America",2015-09-03,4,1
"Guinea",2015-09-03,3792,2529
"Senegal",2015-09-03,1,0
"United Kingdom",2015-09-03,1,0
"Liberia",2015-09-03,10666,4806
"Nigeria",2015-09-03,20,8
"Liberia",2015-09-03,10666,4806
"Sierra Leone",2015-09-03,13638,3953
"Spain",2015-09-04,1,0
"United States of America",2015-09-04,4,1
"Italy",2015-09-04,1,0
"Liberia",2015-09-04,10666,4806
"Senegal",2015-09-04,1,0
"Nigeria",2015-09-04,20,8
"Guinea",2015-09-04,3792,2529
"Sierra Leone",2015-09-04,13639,3953
"Liberia",2015-09-04,10666,4806
"United Kingdom",2015-09-04,1,0
"Mali",2015-09-04,8,6
"Nigeria",2015-09-07,20,8
"Mali",2015-09-07,8,6
"Guinea",2015-09-07,3793,2530
"Liberia",2015-09-07,10666,4806
"Senegal",2015-09-07,1,0
"Italy",2015-09-07,1,0
"Spain",2015-09-07,1,0
"United States of America",2015-09-07,4,1
"United Kingdom",2015-09-07,1,0
"Sierra Leone",2015-09-07,13670,3953
"Liberia",2015-09-07,10666,4806
"Senegal",2015-09-08,1,0
"Liberia",2015-09-08,10666,4806
"Nigeria",2015-09-08,20,8
"Guinea",2015-09-08,3792,2530
"United States of America",2015-09-08,4,1
"Sierra Leone",2015-09-08,13683,3953
"United Kingdom",2015-09-08,1,0
"Mali",2015-09-08,8,6
"Italy",2015-09-08,1,0
"Liberia",2015-09-08,10666,4806
"Spain",2015-09-08,1,0
"Sierra Leone",2015-09-09,13683,3953
"Italy",2015-09-09,1,0
"United Kingdom",2015-09-09,1,0
"Senegal",2015-09-09,1,0
"Guinea",2015-09-09,3792,2530
"Liberia",2015-09-09,10666,4806
"United States of America",2015-09-09,4,1
"Liberia",2015-09-09,10666,4806
"Mali",2015-09-09,8,6
"Spain",2015-09-09,1,0
"Nigeria",2015-09-09,20,8
"Nigeria",2015-09-10,20,8
"Guinea",2015-09-10,3791,2530
"Liberia",2015-09-10,10666,4806
"Sierra Leone",2015-09-10,13697,3953
"Italy",2015-09-10,1,0
"United States of America",2015-09-10,4,1
"Liberia",2015-09-10,10666,4806
"United Kingdom",2015-09-10,1,0
"Spain",2015-09-10,1,0
"Mali",2015-09-10,8,6
"Senegal",2015-09-10,1,0
"Sierra Leone",2015-09-11,13701,3953
"Nigeria",2015-09-11,20,8
"Mali",2015-09-11,8,6
"Liberia",2015-09-11,10666,4806
"Italy",2015-09-11,1,0
"Guinea",2015-09-11,3791,2530
"Liberia",2015-09-11,10666,4806
"United States of America",2015-09-11,4,1
"Spain",2015-09-11,1,0
"Senegal",2015-09-11,1,0
"United Kingdom",2015-09-11,1,0
"Spain",2015-09-14,1,0
"Liberia",2015-09-14,10666,4806
"Senegal",2015-09-14,1,0
"Italy",2015-09-14,1,0
"Guinea",2015-09-14,3793,2530
"Nigeria",2015-09-14,20,8
"Sierra Leone",2015-09-14,13747,3953
"United Kingdom",2015-09-14,1,0
"United States of America",2015-09-14,4,1
"Liberia",2015-09-14,10666,4806
"Mali",2015-09-14,8,6
"Senegal",2015-09-15,1,0
"Italy",2015-09-15,1,0
"United States of America",2015-09-15,4,1
"Spain",2015-09-15,1,0
"Sierra Leone",2015-09-15,13756,3953
"United Kingdom",2015-09-15,1,0
"Nigeria",2015-09-15,20,8
"Liberia",2015-09-15,10666,4806
"Guinea",2015-09-15,3792,2530
"Mali",2015-09-15,8,6
"Liberia",2015-09-15,10666,4806
"Guinea",2015-09-16,3792,2530
"Liberia",2015-09-16,10666,4806
"Senegal",2015-09-16,1,0
"United Kingdom",2015-09-16,1,0
"Spain",2015-09-16,1,0
"Italy",2015-09-16,1,0
"Mali",2015-09-16,8,6
"United States of America",2015-09-16,4,1
"Liberia",2015-09-16,10666,4806
"Sierra Leone",2015-09-16,13756,3953
"Nigeria",2015-09-16,20,8
"Sierra Leone",2015-09-17,13779,3955
"Liberia",2015-09-17,10666,4806
"Mali",2015-09-17,8,6
"Spain",2015-09-17,1,0
"Senegal",2015-09-17,1,0
"Guinea",2015-09-17,3794,2530
"Liberia",2015-09-17,10666,4806
"United States of America",2015-09-17,4,1
"Nigeria",2015-09-17,20,8
"United Kingdom",2015-09-17,1,0
"Italy",2015-09-17,1,0
"Liberia",2015-09-18,10666,4806
"Senegal",2015-09-18,1,0
"Nigeria",2015-09-18,20,8
"United Kingdom",2015-09-18,1,0
"Liberia",2015-09-18,10666,4806
"Spain",2015-09-18,1,0
"Mali",2015-09-18,8,6
"United States of America",2015-09-18,4,1
"Guinea",2015-09-18,3794,2531
"Sierra Leone",2015-09-18,13785,3955
"Italy",2015-09-18,1,0
"Liberia",2015-09-21,10666,4806
"Nigeria",2015-09-21,20,8
"Mali",2015-09-21,8,6
"United Kingdom",2015-09-21,1,0
"Guinea",2015-09-21,3797,2532
"Senegal",2015-09-21,1,0
"United States of America",2015-09-21,4,1
"Liberia",2015-09-21,10666,4806
"Italy",2015-09-21,1,0
"Sierra Leone",2015-09-21,13811,3955
"Spain",2015-09-21,1,0
"Nigeria",2015-09-22,20,8
"Italy",2015-09-22,1,0
"United States of America",2015-09-22,4,1
"Liberia",2015-09-22,10666,4806
"Spain",2015-09-22,1,0
"Sierra Leone",2015-09-22,13823,3955
"Mali",2015-09-22,8,6
"United Kingdom",2015-09-22,1,0
"Guinea",2015-09-22,3800,2532
"Liberia",2015-09-22,10666,4806
"Senegal",2015-09-22,1,0
"Nigeria",2015-09-23,20,8
"Spain",2015-09-23,1,0
"United Kingdom",2015-09-23,1,0
"Sierra Leone",2015-09-23,13823,3955
"Liberia",2015-09-23,10666,4806
"Senegal",2015-09-23,1,0
"United States of America",2015-09-23,4,1
"Liberia",2015-09-23,10666,4806
"Mali",2015-09-23,8,6
"Italy",2015-09-23,1,0
"Guinea",2015-09-23,3800,2532
"United Kingdom",2015-09-24,1,0
"Nigeria",2015-09-24,20,8
"Guinea",2015-09-24,3801,2533
"Sierra Leone",2015-09-24,13846,3955
"Liberia",2015-09-24,10666,4806
"Italy",2015-09-24,1,0
"Liberia",2015-09-24,10666,4806
"Senegal",2015-09-24,1,0
"United States of America",2015-09-24,4,1
"Spain",2015-09-24,1,0
"Mali",2015-09-24,8,6
"Guinea",2015-09-25,3797,2533
"United States of America",2015-09-25,4,1
"Senegal",2015-09-25,1,0
"Sierra Leone",2015-09-25,13855,3955
"Liberia",2015-09-25,10666,4806
"United Kingdom",2015-09-25,1,0
"Mali",2015-09-25,8,6
"Italy",2015-09-25,1,0
"Spain",2015-09-25,1,0
"Liberia",2015-09-25,10666,4806
"Nigeria",2015-09-25,20,8
"Liberia",2015-09-28,10666,4806
"Spain",2015-09-28,1,0
"Sierra Leone",2015-09-28,13894,3955
"Liberia",2015-09-28,10666,4806
"United States of America",2015-09-28,4,1
"Mali",2015-09-28,8,6
"Senegal",2015-09-28,1,0
"Italy",2015-09-28,1,0
"Guinea",2015-09-28,3805,2533
"Nigeria",2015-09-28,20,8
"United Kingdom",2015-09-28,1,0
"Sierra Leone",2015-09-29,13911,3955
"Liberia",2015-09-29,10666,4806
"Liberia",2015-09-29,10666,4806
"United States of America",2015-09-29,4,1
"Spain",2015-09-29,1,0
"Nigeria",2015-09-29,20,8
"Mali",2015-09-29,8,6
"Senegal",2015-09-29,1,0
"Italy",2015-09-29,1,0
"Guinea",2015-09-29,3805,2533
"United Kingdom",2015-09-29,1,0
"United States of America",2015-09-30,4,1
"Mali",2015-09-30,8,6
"Sierra Leone",2015-09-30,13911,3955
"Liberia",2015-09-30,10666,4806
"Italy",2015-09-30,1,0
"Nigeria",2015-09-30,20,8
"Senegal",2015-09-30,1,0
"Guinea",2015-09-30,3805,2533
"Spain",2015-09-30,1,0
"United Kingdom",2015-09-30,1,0
"Liberia",2015-09-30,10666,4806
"Liberia",2015-10-01,10666,4806
"Italy",2015-10-01,1,0
"United Kingdom",2015-10-01,1,0
"Guinea",2015-10-01,3808,2533
"Mali",2015-10-01,8,6
"United States of America",2015-10-01,4,1
"Spain",2015-10-01,1,0
"Liberia",2015-10-01,10666,4806
"Nigeria",2015-10-01,20,8
"Sierra Leone",2015-10-01,13928,3955
"Senegal",2015-10-01,1,0
"Senegal",2015-10-02,1,0
"United States of America",2015-10-02,4,1
"Nigeria",2015-10-02,20,8
"Mali",2015-10-02,8,6
"Spain",2015-10-02,1,0
"Guinea",2015-10-02,3809,2533
"Italy",2015-10-02,1,0
"Liberia",2015-10-02,10666,4806
"Liberia",2015-10-02,10666,4806
"United Kingdom",2015-10-02,1,0
"Sierra Leone",2015-10-02,13931,3955
"Guinea",2015-10-05,3804,2534
"United States of America",2015-10-05,4,1
"United Kingdom",2015-10-05,1,0
"Italy",2015-10-05,1,0
"Liberia",2015-10-05,10666,4806
"Spain",2015-10-05,1,0
"Senegal",2015-10-05,1,0
"Sierra Leone",2015-10-05,13941,3955
"Liberia",2015-10-05,10666,4806
"Nigeria",2015-10-05,20,8
"Mali",2015-10-05,8,6
"United Kingdom",2015-10-06,1,0
"Liberia",2015-10-06,10666,4806
"Senegal",2015-10-06,1,0
"Italy",2015-10-06,1,0
"Mali",2015-10-06,8,6
"Spain",2015-10-06,1,0
"Sierra Leone",2015-10-06,13945,3955
"United States of America",2015-10-06,4,1
"Guinea",2015-10-06,3804,2534
"Nigeria",2015-10-06,20,8
"Liberia",2015-10-06,10666,4806
"Guinea",2015-10-07,3804,2534
"Mali",2015-10-07,8,6
"Sierra Leone",2015-10-07,13945,3955
"Nigeria",2015-10-07,20,8
"Liberia",2015-10-07,10666,4806
"Italy",2015-10-07,1,0
"United States of America",2015-10-07,4,1
"Liberia",2015-10-07,10666,4806
"United Kingdom",2015-10-07,1,0
"Spain",2015-10-07,1,0
"Senegal",2015-10-07,1,0
"Italy",2015-10-08,1,0
"Liberia",2015-10-08,10666,4806
"Guinea",2015-10-08,3799,2534
"Liberia",2015-10-08,10666,4806
"United Kingdom",2015-10-08,1,0
"Senegal",2015-10-08,1,0
"Nigeria",2015-10-08,20,8
"Mali",2015-10-08,8,6
"United States of America",2015-10-08,4,1
"Sierra Leone",2015-10-08,13956,3955
"Spain",2015-10-08,1,0
"Spain",2015-10-09,1,0
"Nigeria",2015-10-09,20,8
"Sierra Leone",2015-10-09,13957,3955
"United Kingdom",2015-10-09,1,0
"Liberia",2015-10-09,10666,4806
"Liberia",2015-10-09,10666,4806
"Senegal",2015-10-09,1,0
"United States of America",2015-10-09,4,1
"Italy",2015-10-09,1,0
"Guinea",2015-10-09,3800,2534
"Mali",2015-10-09,8,6
"United Kingdom",2015-10-13,1,0
"Liberia",2015-10-13,10666,4806
"Italy",2015-10-13,1,0
"Sierra Leone",2015-10-13,13982,3955
"Liberia",2015-10-13,10666,4806
"Nigeria",2015-10-13,20,8
"Spain",2015-10-13,1,0
"Guinea",2015-10-13,3800,2534
"Senegal",2015-10-13,1,0
"United States of America",2015-10-13,4,1
"Mali",2015-10-13,8,6
"United Kingdom",2015-10-15,1,0
"Liberia",2015-10-15,10666,4806
"Senegal",2015-10-15,1,0
"Guinea",2015-10-15,3802,2534
"Mali",2015-10-15,8,6
"Spain",2015-10-15,1,0
"Nigeria",2015-10-15,20,8
"Sierra Leone",2015-10-15,13992,3955
"Italy",2015-10-15,1,0
"Liberia",2015-10-15,10666,4806
"United States of America",2015-10-15,4,1
"United States of America",2015-10-16,4,1
"Liberia",2015-10-16,10666,4806
"Senegal",2015-10-16,1,0
"Italy",2015-10-16,1,0
"Liberia",2015-10-16,10666,4806
"Mali",2015-10-16,8,6
"Sierra Leone",2015-10-16,13992,3955
"Guinea",2015-10-16,3804,2535
"Nigeria",2015-10-16,20,8
"Spain",2015-10-16,1,0
"United Kingdom",2015-10-16,1,0
"Italy",2015-10-20,1,0
"Nigeria",2015-10-20,20,8
"Senegal",2015-10-20,1,0
"United States of America",2015-10-20,4,1
"Guinea",2015-10-20,3803,2535
"Sierra Leone",2015-10-20,14001,3955
"United Kingdom",2015-10-20,1,0
"Spain",2015-10-20,1,0
"Liberia",2015-10-20,10666,4806
"Liberia",2015-10-20,10666,4806
"Mali",2015-10-20,8,6
"Liberia",2015-10-22,10666,4806
"Spain",2015-10-22,1,0
"Italy",2015-10-22,1,0
"Nigeria",2015-10-22,20,8
"Liberia",2015-10-22,10666,4806
"Sierra Leone",2015-10-22,14031,3955
"United Kingdom",2015-10-22,1,0
"Senegal",2015-10-22,1,0
"Guinea",2015-10-22,3801,2535
"Mali",2015-10-22,8,6
"United States of America",2015-10-22,4,1
"Mali",2015-10-23,8,6
"Nigeria",2015-10-23,20,8
"Senegal",2015-10-23,1,0
"United Kingdom",2015-10-23,1,0
"Guinea",2015-10-23,3801,2535
"Spain",2015-10-23,1,0
"Liberia",2015-10-23,10666,4806
"United States of America",2015-10-23,4,1
"Liberia",2015-10-23,10666,4806
"Sierra Leone",2015-10-23,14038,3955
"Italy",2015-10-23,1,0
"Sierra Leone",2015-10-26,14052,3955
"Guinea",2015-10-26,3804,2535
"Italy",2015-10-26,1,0
"United Kingdom",2015-10-26,1,0
"United States of America",2015-10-26,4,1
"Senegal",2015-10-26,1,0
"Spain",2015-10-26,1,0
"Liberia",2015-10-26,10666,4806
"Nigeria",2015-10-26,20,8
"Mali",2015-10-26,8,6
"Liberia",2015-10-26,10666,4806
"Liberia",2015-10-27,10666,4806
"Mali",2015-10-27,8,6
"Guinea",2015-10-27,3806,2535
"United Kingdom",2015-10-27,1,0
"Sierra Leone",2015-10-27,14061,3955
"Spain",2015-10-27,1,0
"Senegal",2015-10-27,1,0
"Italy",2015-10-27,1,0
"Nigeria",2015-10-27,20,8
"United States of America",2015-10-27,4,1
"Liberia",2015-10-27,10666,4806
"Sierra Leone",2015-10-29,14066,3955
"Nigeria",2015-10-29,20,8
"Guinea",2015-10-29,3808,2536
"Liberia",2015-10-29,10666,4806
"Italy",2015-10-29,1,0
"United Kingdom",2015-10-29,1,0
"United States of America",2015-10-29,4,1
"Mali",2015-10-29,8,6
"Senegal",2015-10-29,1,0
"Spain",2015-10-29,1,0
"Liberia",2015-10-29,10666,4806
"Senegal",2015-10-30,1,0
"United Kingdom",2015-10-30,1,0
"Nigeria",2015-10-30,20,8
"Italy",2015-10-30,1,0
"Spain",2015-10-30,1,0
"Sierra Leone",2015-10-30,14067,3955
"Liberia",2015-10-30,10666,4806
"Liberia",2015-10-30,10666,4806
"United States of America",2015-10-30,4,1
"Mali",2015-10-30,8,6
"Guinea",2015-10-30,3808,2536
"Nigeria",2015-11-03,20,8
"Sierra Leone",2015-11-03,14089,3955
"Liberia",2015-11-03,10666,4806
"United States of America",2015-11-03,4,1
"Mali",2015-11-03,8,6
"Guinea",2015-11-03,3810,2536
"United Kingdom",2015-11-03,1,0
"Liberia",2015-11-03,10666,4806
"Spain",2015-11-03,1,0
"Senegal",2015-11-03,1,0
"Italy",2015-11-03,1,0
"Nigeria",2015-11-05,20,8
"United Kingdom",2015-11-05,1,0
"Mali",2015-11-05,8,6
"Senegal",2015-11-05,1,0
"Liberia",2015-11-05,10666,4806
"Sierra Leone",2015-11-05,14104,3955
"Italy",2015-11-05,1,0
"Spain",2015-11-05,1,0
"Liberia",2015-11-05,10666,4806
"United States of America",2015-11-05,4,1
"Guinea",2015-11-05,3805,2536
"Italy",2015-11-06,1,0
"United Kingdom",2015-11-06,1,0
"Liberia",2015-11-06,10666,4806
"Sierra Leone",2015-11-06,14109,3955
"United States of America",2015-11-06,4,1
"Liberia",2015-11-06,10666,4806
"Senegal",2015-11-06,1,0
"Guinea",2015-11-06,3805,2536
"Mali",2015-11-06,8,6
"Spain",2015-11-06,1,0
"Nigeria",2015-11-06,20,8
"United States of America",2015-11-10,4,1
"Nigeria",2015-11-10,20,8
"Guinea",2015-11-10,3805,2536
"Italy",2015-11-10,1,0
"Spain",2015-11-10,1,0
"Liberia",2015-11-10,10666,4806
"Senegal",2015-11-10,1,0
"United Kingdom",2015-11-10,1,0
"Mali",2015-11-10,8,6
"Sierra Leone",2015-11-10,14122,3955
"Liberia",2015-11-10,10666,4806
"Italy",2015-11-11,1,0
"Guinea",2015-11-11,3805,2536
"United Kingdom",2015-11-11,1,0
"Liberia",2015-11-11,10666,4806
"Sierra Leone",2015-11-11,14122,3955
"Mali",2015-11-11,8,6
"United States of America",2015-11-11,4,1
"Spain",2015-11-11,1,0
"Liberia",2015-11-11,10666,4806
"Nigeria",2015-11-11,20,8
"Senegal",2015-11-11,1,0
"United States of America",2015-11-12,4,1
"Liberia",2015-11-12,10666,4806
"Senegal",2015-11-12,1,0
"Sierra Leone",2015-11-12,14122,3955
"Spain",2015-11-12,1,0
"Mali",2015-11-12,8,6
"Liberia",2015-11-12,10666,4806
"Nigeria",2015-11-12,20,8
"Italy",2015-11-12,1,0
"United Kingdom",2015-11-12,1,0
"Guinea",2015-11-12,3805,2536
"Mali",2015-11-16,8,6
"United States of America",2015-11-16,4,1
"Liberia",2015-11-16,10666,4806
"Sierra Leone",2015-11-16,14122,3955
"Senegal",2015-11-16,1,0
"Liberia",2015-11-16,10666,4806
"Nigeria",2015-11-16,20,8
"Guinea",2015-11-16,3805,2536
"Spain",2015-11-16,1,0
"Italy",2015-11-16,1,0
"United Kingdom",2015-11-16,1,0
"United Kingdom",2015-11-17,1,0
"United States of America",2015-11-17,4,1
"Italy",2015-11-17,1,0
"Liberia",2015-11-17,10666,4806
"Guinea",2015-11-17,3804,2536
"Sierra Leone",2015-11-17,14122,3955
"Senegal",2015-11-17,1,0
"Liberia",2015-11-17,10666,4806
"Nigeria",2015-11-17,20,8
"Mali",2015-11-17,8,6
"Spain",2015-11-17,1,0
"Liberia",2015-11-20,10666,4806
"Senegal",2015-11-20,1,0
"Guinea",2015-11-20,3804,2536
"Liberia",2015-11-20,10666,4806
"Sierra Leone",2015-11-20,14122,3955
"Spain",2015-11-20,1,0
"United States of America",2015-11-20,4,1
"Mali",2015-11-20,8,6
"United Kingdom",2015-11-20,1,0
"Nigeria",2015-11-20,20,8
"Italy",2015-11-20,1,0
"United States of America",2015-11-24,4,1
"Mali",2015-11-24,8,6
"Liberia",2015-11-24,10666,4806
